,Unnamed: 0,age,workclass,fnlgt,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
5165,5165,49,Local-gov,194895,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,>50K
31799,31799,36,unknown,229533,HS-grad,9,Married-civ-spouse,unknown,Husband,White,Male,40,United-States,<=50K
14168,14168,40,Self-emp-inc,102226,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
4919,4919,41,Private,178983,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
23721,23721,32,Private,44675,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,United-States,>50K
29513,29513,43,State-gov,424094,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
24488,24488,38,Private,31964,9th,5,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K
24433,24433,22,Private,239098,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,40,United-States,<=50K
7326,7326,45,Private,112929,7th-8th,4,Divorced,Machine-op-inspct,Not-in-family,Black,Female,35,United-States,<=50K
19482,19482,23,Private,123983,Assoc-voc,11,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,40,United-States,<=50K
13692,13692,33,Private,154120,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,45,United-States,<=50K
4738,4738,25,State-gov,129200,Some-college,10,Never-married,Transport-moving,Not-in-family,Black,Male,40,United-States,<=50K
3206,3206,45,Local-gov,160472,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
22867,22867,45,Private,155659,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K
17082,17082,21,Private,155818,HS-grad,9,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K
21541,21541,23,Private,197552,Some-college,10,Never-married,Sales,Own-child,White,Female,35,United-States,<=50K
11500,11500,29,Private,183639,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,97,United-States,<=50K
22464,22464,40,Private,212847,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
2771,2771,41,Private,255044,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,55,United-States,<=50K
17610,17610,44,Private,346594,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K
14175,14175,52,Local-gov,238959,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,32,United-States,>50K
28445,28445,90,Federal-gov,195433,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,<=50K
17060,17060,23,Private,193586,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
17440,17440,21,Private,152246,Some-college,10,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,40,Philippines,<=50K
4478,4478,37,Private,234807,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,45,United-States,>50K
24492,24492,57,Private,89182,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
106,106,17,unknown,304873,10th,6,Never-married,unknown,Own-child,White,Female,32,United-States,<=50K
25830,25830,29,State-gov,301582,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
7125,7125,25,Private,235795,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,48,United-States,<=50K
32049,32049,19,Private,167087,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
1435,1435,58,Self-emp-inc,183870,10th,6,Married-civ-spouse,Transport-moving,Wife,White,Female,40,United-States,<=50K
18488,18488,48,Self-emp-inc,250674,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K
27782,27782,32,Private,114746,HS-grad,9,Separated,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,60,South,<=50K
9006,9006,32,Private,130057,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
826,826,62,Private,174355,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,40,United-States,<=50K
11999,11999,25,Private,211497,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
25452,25452,31,Private,209538,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
13828,13828,27,Private,189974,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,20,United-States,<=50K
27268,27268,48,Private,83444,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
24754,24754,19,Private,175507,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,30,United-States,<=50K
16840,16840,35,Private,379959,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
17337,17337,38,Private,231037,5th-6th,3,Married-civ-spouse,Sales,Husband,White,Male,40,Mexico,<=50K
12435,12435,44,Self-emp-inc,181762,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K
3112,3112,24,Private,219754,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K
4163,4163,22,State-gov,22966,Some-college,10,Married-spouse-absent,Tech-support,Unmarried,White,Male,20,United-States,<=50K
26287,26287,37,Private,259846,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K
20389,20389,29,Private,253799,12th,8,Never-married,Exec-managerial,Not-in-family,White,Male,42,England,<=50K
24787,24787,17,Private,63734,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,20,United-States,<=50K
28832,28832,18,Private,187770,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States,<=50K
858,858,34,Private,188798,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,<=50K
18818,18818,35,Private,282979,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K
18646,18646,39,Private,190297,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K
28330,28330,59,Self-emp-inc,122390,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,United-States,>50K
10999,10999,25,Private,197036,10th,6,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K
16364,16364,34,Local-gov,246104,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,United-States,<=50K
20734,20734,26,Private,242768,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,38,United-States,<=50K
19626,19626,37,Private,167415,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K
7974,7974,34,Private,134737,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K
25371,25371,26,Private,98155,HS-grad,9,Married-AF-spouse,Sales,Husband,White,Male,55,United-States,<=50K
24384,24384,29,Private,99369,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Other,Female,50,United-States,<=50K
18187,18187,59,unknown,556688,9th,5,Divorced,unknown,Not-in-family,White,Female,12,United-States,<=50K
11107,11107,40,Private,45687,Some-college,10,Divorced,Other-service,Not-in-family,Black,Male,50,United-States,>50K
9799,9799,40,Private,145178,Some-college,10,Divorced,Craft-repair,Unmarried,Black,Female,30,United-States,<=50K
26744,26744,18,Private,188076,11th,7,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K
21495,21495,39,Private,366757,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,<=50K
14542,14542,39,Self-emp-not-inc,93319,HS-grad,9,Never-married,Sales,Other-relative,White,Female,4,United-States,<=50K
7724,7724,58,Private,49893,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,<=50K
6886,6886,17,Private,100828,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,20,United-States,<=50K
10409,10409,31,Private,219318,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,35,Puerto-Rico,<=50K
2527,2527,34,Private,271933,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,Female,45,United-States,<=50K
11262,11262,37,Private,105803,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
7437,7437,37,Local-gov,328301,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,36,United-States,<=50K
27116,27116,55,Federal-gov,174533,Bachelors,13,Separated,Other-service,Unmarried,White,Female,72,unknown,<=50K
16473,16473,24,Private,310380,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,Black,Female,45,United-States,<=50K
1659,1659,55,Self-emp-not-inc,179715,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,18,United-States,<=50K
26360,26360,24,Local-gov,212210,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,20,unknown,<=50K
15757,15757,26,Private,248990,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,<=50K
23619,23619,41,Federal-gov,187462,Assoc-voc,11,Divorced,Adm-clerical,Own-child,Black,Female,40,United-States,<=50K
20485,20485,37,Private,355856,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Cambodia,>50K
6449,6449,37,State-gov,191779,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
17492,17492,21,Private,203894,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
25913,25913,44,unknown,195488,12th,8,Separated,unknown,Not-in-family,White,Female,36,Puerto-Rico,<=50K
30284,30284,52,Private,95128,Some-college,10,Divorced,Sales,Not-in-family,White,Male,50,United-States,<=50K
12478,12478,34,Private,299507,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K
4539,4539,57,State-gov,32694,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
5818,5818,37,Self-emp-not-inc,282461,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K
5855,5855,31,Private,420749,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
6844,6844,67,Self-emp-not-inc,431426,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,2,United-States,<=50K
13223,13223,43,Private,145441,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
13921,13921,43,Private,270522,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,26,United-States,<=50K
29082,29082,36,Private,109133,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K
1393,1393,19,Federal-gov,234151,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
6865,6865,47,Private,359766,7th-8th,4,Divorced,Handlers-cleaners,Other-relative,Black,Male,40,United-States,<=50K
4566,4566,31,Private,379798,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
31431,31431,33,Private,207201,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,55,United-States,>50K
14814,14814,34,Private,345705,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,38,United-States,<=50K
3102,3102,22,Private,221745,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Female,40,United-States,<=50K
20877,20877,25,Private,204338,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,<=50K
8344,8344,28,Private,203710,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K
8666,8666,27,Private,81540,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
18185,18185,35,Private,180988,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,39,United-States,<=50K
16257,16257,40,Private,137142,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,<=50K
20489,20489,28,Private,115549,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,60,United-States,<=50K
19434,19434,36,Local-gov,32587,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,40,United-States,<=50K
31588,31588,39,Private,111129,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
4035,4035,34,Self-emp-not-inc,320194,Prof-school,15,Separated,Prof-specialty,Unmarried,White,Male,48,United-States,>50K
27866,27866,60,Private,320376,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,United-States,<=50K
19247,19247,30,Private,119164,Bachelors,13,Never-married,Other-service,Unmarried,White,Male,40,unknown,<=50K
16472,16472,31,Self-emp-not-inc,156890,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
15677,15677,44,Local-gov,101689,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
3307,3307,58,Private,111169,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
13484,13484,42,Federal-gov,65950,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
5466,5466,44,Self-emp-inc,49249,Some-college,10,Divorced,Other-service,Unmarried,White,Male,80,United-States,<=50K
25894,25894,66,Self-emp-inc,179951,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,<=50K
29725,29725,57,Self-emp-not-inc,118806,1st-4th,2,Widowed,Craft-repair,Other-relative,White,Female,45,Columbia,<=50K
17959,17959,40,Self-emp-not-inc,199303,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
24379,24379,28,Private,138692,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
13174,13174,45,Private,255348,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
5725,5725,45,Private,543922,Masters,14,Divorced,Transport-moving,Not-in-family,White,Male,48,United-States,>50K
31154,31154,22,Private,79980,Some-college,10,Never-married,Sales,Own-child,White,Male,25,United-States,<=50K
30212,30212,74,Self-emp-not-inc,109101,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,United-States,<=50K
15122,15122,42,Private,210534,5th-6th,3,Separated,Adm-clerical,Other-relative,White,Male,40,El-Salvador,<=50K
29103,29103,29,Private,191722,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,54,United-States,>50K
5644,5644,46,Federal-gov,31141,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K
17637,17637,61,unknown,139391,Some-college,10,Married-civ-spouse,unknown,Husband,White,Male,30,United-States,>50K
26274,26274,19,Private,389143,Some-college,10,Never-married,Sales,Own-child,White,Male,40,United-States,<=50K
27723,27723,31,Private,132601,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
9637,9637,33,Private,276221,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
2098,2098,52,Private,266529,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K
29594,29594,31,Private,243165,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Male,40,United-States,<=50K
30373,30373,61,Private,172037,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
4901,4901,47,Private,97842,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
22650,22650,40,Federal-gov,346532,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,>50K
13759,13759,22,Private,187052,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
11875,11875,43,Private,190044,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
10774,10774,53,Private,88725,HS-grad,9,Never-married,Craft-repair,Not-in-family,Other,Female,40,unknown,<=50K
17292,17292,75,unknown,36243,Doctorate,16,Never-married,unknown,Not-in-family,White,Male,40,United-States,<=50K
30673,30673,46,Private,148738,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,35,United-States,<=50K
11080,11080,49,Local-gov,193249,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K
12847,12847,28,Private,200511,HS-grad,9,Separated,Farming-fishing,Not-in-family,White,Male,55,United-States,<=50K
15832,15832,20,Private,94401,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
5462,5462,47,Private,184005,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,45,United-States,<=50K
28893,28893,46,Self-emp-not-inc,51271,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,United-States,<=50K
1982,1982,31,Private,348491,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Female,40,United-States,<=50K
11116,11116,37,Private,64922,Bachelors,13,Separated,Other-service,Not-in-family,White,Male,70,England,<=50K
14444,14444,25,Private,1484705,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,25,United-States,<=50K
14691,14691,26,Private,318934,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
19860,19860,32,Private,182714,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,45,United-States,<=50K
3065,3065,72,unknown,113044,HS-grad,9,Widowed,unknown,Not-in-family,White,Male,30,United-States,<=50K
19461,19461,43,Private,52498,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,>50K
9520,9520,40,Self-emp-inc,64885,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,70,United-States,>50K
25952,25952,34,Private,148226,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,48,United-States,<=50K
4004,4004,44,Private,178134,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K
11620,11620,71,Private,228806,9th,5,Divorced,Priv-house-serv,Not-in-family,Black,Female,6,United-States,<=50K
26655,26655,30,Private,206325,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K
9906,9906,35,Private,411395,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,36,United-States,<=50K
5135,5135,49,Self-emp-inc,158685,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K
24669,24669,40,Private,142886,Bachelors,13,Widowed,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
1888,1888,22,Self-emp-not-inc,143062,HS-grad,9,Never-married,Other-service,Own-child,White,Male,40,Greece,<=50K
26279,26279,23,unknown,283806,9th,5,Divorced,unknown,Not-in-family,White,Female,35,United-States,<=50K
24180,24180,29,unknown,188675,Some-college,10,Divorced,unknown,Own-child,Black,Male,40,United-States,<=50K
29498,29498,38,Private,194304,Some-college,10,Divorced,Transport-moving,Not-in-family,Black,Male,55,United-States,<=50K
5154,5154,73,unknown,180603,HS-grad,9,Widowed,unknown,Not-in-family,White,Female,8,United-States,<=50K
6870,6870,52,Private,204322,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
26457,26457,30,Private,168443,HS-grad,9,Separated,Other-service,Unmarried,White,Female,30,United-States,<=50K
7657,7657,32,Private,227214,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Other,Male,40,Ecuador,<=50K
15725,15725,41,Self-emp-inc,223671,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K
5145,5145,17,unknown,127003,9th,5,Never-married,unknown,Own-child,Black,Male,40,United-States,<=50K
19706,19706,52,Private,404453,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
5598,5598,44,Private,376072,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,>50K
31290,31290,31,Private,231043,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K
11130,11130,38,Private,237713,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K
6601,6601,40,Private,153372,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K
1946,1946,57,Private,176079,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
32009,32009,40,State-gov,31627,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,20,United-States,<=50K
4783,4783,19,Private,278870,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,16,United-States,<=50K
10996,10996,34,Private,195576,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
29657,29657,22,Private,314525,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
14622,14622,43,Private,388849,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,60,United-States,<=50K
29176,29176,27,Private,37250,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
28916,28916,33,Private,190511,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,30,United-States,<=50K
4027,4027,57,Self-emp-not-inc,47857,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K
21919,21919,40,Private,109762,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,<=50K
30064,30064,25,Private,197130,HS-grad,9,Never-married,Sales,Own-child,White,Female,30,United-States,<=50K
18787,18787,68,Private,144056,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K
14184,14184,45,Private,102597,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,35,United-States,<=50K
11205,11205,29,Private,251905,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K
32430,32430,50,Private,257933,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
3245,3245,48,Private,235646,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
24108,24108,28,Private,312372,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,>50K
17920,17920,34,Self-emp-not-inc,226296,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,51,United-States,<=50K
18556,18556,30,unknown,147215,Some-college,10,Never-married,unknown,Own-child,White,Female,30,United-States,<=50K
8180,8180,44,Private,191256,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,65,United-States,>50K
26141,26141,21,Private,149809,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,24,United-States,<=50K
20049,20049,38,Private,107125,Some-college,10,Never-married,Sales,Not-in-family,White,Male,60,United-States,<=50K
23663,23663,69,Self-emp-not-inc,240562,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
8482,8482,36,State-gov,116554,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
6951,6951,24,Private,33616,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,35,United-States,<=50K
27606,27606,25,Private,25386,Assoc-voc,11,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K
1386,1386,37,Private,349116,HS-grad,9,Never-married,Sales,Not-in-family,Black,Male,44,United-States,<=50K
22624,22624,34,Private,340917,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,unknown,<=50K
20224,20224,51,Private,141645,Some-college,10,Separated,Exec-managerial,Not-in-family,Black,Female,40,United-States,<=50K
10325,10325,70,unknown,172652,Masters,14,Married-civ-spouse,unknown,Husband,White,Male,8,United-States,<=50K
15396,15396,35,Local-gov,216068,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,38,United-States,<=50K
16028,16028,37,Private,99151,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K
31127,31127,52,Self-emp-inc,230767,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,Cuba,>50K
6098,6098,54,Private,118108,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,<=50K
19093,19093,20,Private,100605,HS-grad,9,Never-married,Sales,Own-child,Other,Male,40,Puerto-Rico,<=50K
24802,24802,32,Local-gov,95530,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
2955,2955,53,Private,103931,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
6578,6578,33,Private,111567,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,Germany,>50K
7086,7086,50,Self-emp-inc,287598,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,70,United-States,<=50K
12724,12724,21,Private,56520,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K
31450,31450,27,Private,184477,12th,8,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K
12482,12482,59,Private,530099,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,>50K
19749,19749,27,Self-emp-not-inc,107846,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,30,United-States,<=50K
30365,30365,21,Private,115420,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K
4744,4744,36,Private,192704,12th,8,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,<=50K
6713,6713,40,Private,229148,12th,8,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,Jamaica,<=50K
25693,25693,43,Private,144371,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,42,United-States,>50K
9685,9685,22,State-gov,186634,12th,8,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,>50K
23408,23408,30,Private,19302,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
782,782,40,Private,130760,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
25036,25036,44,Private,116391,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
17030,17030,30,Private,342709,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
3845,3845,43,State-gov,199806,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K
2257,2257,20,Private,218343,HS-grad,9,Never-married,Other-service,Own-child,White,Female,25,United-States,<=50K
16005,16005,39,Private,186420,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
1604,1604,46,State-gov,273771,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
24357,24357,55,Private,164332,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,16,United-States,<=50K
11825,11825,44,Local-gov,323790,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K
18502,18502,30,Private,243841,HS-grad,9,Divorced,Other-service,Other-relative,Asian-Pac-Islander,Female,40,South,<=50K
3359,3359,35,Private,102976,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K
6912,6912,67,unknown,407618,9th,5,Divorced,unknown,Not-in-family,White,Female,40,United-States,<=50K
28890,28890,59,Local-gov,296253,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,60,United-States,>50K
28632,28632,45,Self-emp-not-inc,216402,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,50,India,>50K
23473,23473,40,Private,283174,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,<=50K
